ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE,CONCISE_TITLE
1013,199,Middle ear repair NEC,Other repair of middle ear,Middle Ear Repair
1014,2001,Myringotomy w intubation,Myringotomy with insertion of tube,Myringotomy with Tube Insertion
1015,2009,Myringotomy NEC,Other myringotomy,Myringotomy
1016,201,Tympanostomy tube remove,Removal of tympanostomy tube,Tympanostomy Tube Removal
1017,2021,Mastoid incision,Incision of mastoid,Mastoid Incision
1018,2022,Petrus pyram air cel inc,Incision of petrous pyramid air cells,Petrous Pyramid Air Cell Incision
1019,236,Prosthet dental implant,Prosthetic dental implant,Dental Implant
1020,2370,Root canal NOS,"Root canal, not otherwise specified",Root Canal
1021,2371,Root canal w irrigation,Root canal therapy with irrigation,Root Canal Therapy
1022,2372,Root canal w apicoectomy,Root canal therapy with apicoectomy,Root Canal Therapy with Apicoectomy
1023,2373,Apicoectomy,Apicoectomy,Root Canal Therapy
1024,240,Gum or alveolar incision,Incision of gum or alveolar bone,Gum or Alveolar Bone Incision
1025,2411,Gum biopsy,Biopsy of gum,Gum Biopsy
1026,2412,Alveolus biopsy,Biopsy of alveolus,Alveolar Biopsy
1027,2419,Tooth & gum dx proc NEC,"Other diagnostic procedures on teeth, gums, and alveoli",Dental Diagnostics
1028,242,Gingivoplasty,Gingivoplasty,Gum Reconstruction
1029,2431,Gum lesion excision,Excision of lesion or tissue of gum,Gum Lesion Excision
1030,2432,Suture of gum laceration,Suture of laceration of gum,Gum Laceration Repair
1031,2439,Gum operation NEC,Other operations on gum,Gum Surgery
1032,244,Exc of dental les of jaw,Excision of dental lesion of jaw,Dental Lesion Excision
1033,245,Alveoloplasty,Alveoloplasty,Alveoloplasty
1034,246,Exposure of tooth,Exposure of tooth,Tooth Exposure
1035,247,Orthodon applianc applic,Application of orthodontic appliance,Orthodontic Appliance Application
1036,248,Other orthodontic operat,Other orthodontic operation,Orthodontic Operation
1037,2491,Exten buccolabial/sulcus,Extension or deepening of buccolabial or lingual sulcus,Buccolabial or Lingual Sulcus Extension/Deepening
1038,2499,Dental operation NEC,Other dental operations,Dental Operations
1039,2501,Closed biopsy of tongue,Closed [needle] biopsy of tongue,Tongue Biopsy
1040,2502,Open biopsy of tongue,Open biopsy of tongue,Tongue Biopsy
1041,2559,Repair of tongue NEC,Other repair and plastic operations on tongue,Tongue Repair and Plastic Surgery
1042,2591,Lingual frenotomy,Lingual frenotomy,Lingual Frenotomy
1043,2592,Lingual frenectomy,Lingual frenectomy,Lingual Frenectomy
1044,2593,Lysis of tongue adhesion,Lysis of adhesions of tongue,Tongue Adhesion Release
1045,2594,Other glossotomy,Other glossotomy,Glossotomy
1046,2599,Tongue operation NEC,Other operations on tongue,Tongue Operations
1047,260,Incis salivary glnd/duct,Incision of salivary gland or duct,Salivary Gland Incision
1048,2611,Clos bx saliv gland/duct,Closed [needle] biopsy of salivary gland or duct,Salivary Gland Biopsy
1049,2612,Open bx saliv gland/duct,Open biopsy of salivary gland or duct,Salivary Gland Biopsy
1050,2619,Saliv glnd dx proc NEC,Other diagnostic procedures on salivary glands and ducts,Salivary Gland and Duct Procedures
1051,2621,Salivary cyst marsupial,Marsupialization of salivary gland cyst,Salivary Gland Cyst Marsupialization
1052,2629,Saliv lesion excis NEC,Other excision of salivary gland lesion,Salivary Gland Excision
1053,2630,Sialoadenectomy NOS,"Sialoadenectomy, not otherwise specified",Sialadenectomy
1054,2631,Partial sialoadenectomy,Partial sialoadenectomy,Sialoadenectomy
1055,2632,Complete sialoadenectomy,Complete sialoadenectomy,Sialoadenectomy
1056,2641,Suture of saliv glnd lac,Suture of laceration of salivary gland,Salivary Gland Laceration Suture
1057,2642,Salivary fistula closure,Closure of salivary fistula,Salivary Fistula Closure
1058,2649,Salivary repair NEC,Other repair and plastic operations on salivary gland or duct,Salivary Gland or Duct Repair and Plastic Operations
1059,2691,Salivary duct probing,Probing of salivary duct,Salivary Duct Probing
1060,2699,Salivary operation NEC,Other operations on salivary gland or duct,Salivary Gland or Duct Surgery
1061,270,Drain face & mouth floor,Drainage of face and floor of mouth,Face and Mouth Drainage
1062,2509,Tongue dx procedure NEC,Other diagnostic procedures on tongue,Tongue Diagnostics
1063,251,Destruction tongue les,Excision or destruction of lesion or tissue of tongue,Tongue Lesion Excision
1064,252,Partial glossectomy,Partial glossectomy,Glossectomy
1065,253,Complete glossectomy,Complete glossectomy,Glossectomy
1066,254,Radical glossectomy,Radical glossectomy,Glossectomy
1067,2551,Suture of tongue lacerat,Suture of laceration of tongue,Tongue Laceration Repair
1068,2072,Inner ear injection,Injection into inner ear,Inner Ear Injection
1069,2079,Inc/exc/destr in ear NEC,"Other incision, excision, and destruction of inner ear",Inner Ear Excision
1070,208,Eustachian tube ops,Operations on eustachian tube,Eustachian Tube Procedures
1071,2091,Tympanosympathectomy,Tympanosympathectomy,Tympanectomy
1072,2092,Mastoidectomy revision,Revision of mastoidectomy,Mastoidectomy Revision
1073,2093,Repair oval/round window,Repair of oval and round windows,Oval and Round Window Repair
1074,2094,Tympanic injection,Injection of tympanum,Tympanometry
1075,2095,Elecmag hear dev implant,Implantation of electromagnetic hearing device,Hearing Device Implantation
1076,2096,Implt cochlear prost NOS,"Implantation or replacement of cochlear prosthetic device, not otherwise specified",Cochlear Implant
1077,2097,Imp/rep schan coch pros,"Implantation or replacement of cochlear prosthetic device, single channel",Cochlear Prosthetic Device Implantation
1078,2098,Imp/rep mchan cochl pros,"Implantation or replacement of cochlear prosthetic device, multiple channel",Cochlear Prosthetic Device Implantation
1079,2099,Mid-inner ear ops NEC,Other operations on middle and inner ear,Middle and Inner Ear Surgery
1080,2100,Control of epistaxis NOS,"Control of epistaxis, not otherwise specified",Epistaxis Control
1081,2101,Ant nasal pack for epist,Control of epistaxis by anterior nasal packing,Nasal Packing
1082,2102,Post nasal pac for epist,Control of epistaxis by posterior (and anterior) packing,Epistaxis Control
1083,2103,Cautery to stop epistax,Control of epistaxis by cauterization (and packing),Epistaxis Control
1084,2104,Ethmoid art ligat-epist,Control of epistaxis by ligation of ethmoidal arteries,Ethmoidal Artery Ligation for Epistaxis Control
1085,2105,Max art lig for epistax,Control of epistaxis by (transantral) ligation of the maxillary artery,Epistaxis Control
1086,2106,Ext carot art lig-epist,Control of epistaxis by ligation of the external carotid artery,Epistaxis Control
1087,2107,Nasal sept grft-epistax,Control of epistaxis by excision of nasal mucosa and skin grafting of septum and lateral nasal wall,Septal and Nasal Grafting for Epistaxis Control
1088,2109,Epistaxis control NEC,Control of epistaxis by other means,Epistaxis Control
1089,211,Incision of nose,Incision of nose,Nose Incision
1090,2121,Rhinoscopy,Rhinoscopy,Nasal Endoscopy
1091,2122,Nasal biopsy,Biopsy of nose,Nose Biopsy
1092,2129,Nasal dx proc NEC,Other diagnostic procedures on nose,Nose Diagnostics
1093,2130,Nasal lesion excis NOS,"Excision or destruction of lesion of nose, not otherwise specified",Nose Lesion Excision
1094,2131,Intranas les destruction,Local excision or destruction of intranasal lesion,Nasal Lesion Excision
1095,2132,Nasal les destruct NEC,Local excision or destruction of other lesion of nose,Nose Lesion Excision
1096,214,Resection of nose,Resection of nose,Rhinoplasty
1097,215,Submuc nasal sept resect,Submucous resection of nasal septum,Septal Surgery
1098,2161,Diather/cryo turbinectom,Turbinectomy by diathermy or cryosurgery,Turbinectomy
1099,2162,Turbinate fracture,Fracture of the turbinates,Turbinate Fracture
1100,2169,Turbinectomy NEC,Other turbinectomy,Turbinectomy
1101,2171,Clos reduction nasal fx,Closed reduction of nasal fracture,Nasal Reduction
453,2933,Pharyngectomy,Pharyngectomy (partial),Pharyngectomy
454,2939,Excis/destr les phar NEC,Other excision or destruction of lesion or tissue of pharynx,Pharynx Excision or Destruction
455,294,Plastic op on pharynx,Plastic operation on pharynx,Pharyngeal Plastic Operation
456,2951,Suture of pharyngeal lac,Suture of laceration of pharynx,Pharynx Laceration Suture
457,2952,Clos branch cleft fistul,Closure of branchial cleft fistula,Branchial Cleft Fistula Closure
458,2953,Clos pharynx fistula NEC,Closure of other fistula of pharynx,Pharynx Fistula Closure
459,2954,Lysis pharyngeal adhes,Lysis of pharyngeal adhesions,Pharyngeal Adhesion Release
460,2959,Pharyngeal repair NEC,Other repair of pharynx,Pharynx Repair
461,3322,Fiber-optic bronchoscopy,Fiber-optic bronchoscopy,Bronchoscopy
462,3323,Other bronchoscopy,Other bronchoscopy,Bronchoscopy
463,3324,Closed bronchial biopsy,Closed [endoscopic] biopsy of bronchus,Bronchus Biopsy
464,3325,Open bronchial biopsy,Open biopsy of bronchus,Bronchus Biopsy
465,3326,Closed lung biopsy,Closed [percutaneous] [needle] biopsy of lung,Lung Biopsy
466,3327,Clos endoscopic lung bx,Closed endoscopic biopsy of lung,Lung Biopsy
467,3328,Open lung biopsy,Open biopsy of lung,Lung Biopsy
468,3329,Bronch/lung dx proc NEC,Other diagnostic procedures on lung or bronchus,Lung or Bronchus Diagnostic Procedures
469,3331,Destr phren-lung collaps,Destruction of phrenic nerve for collapse of lung,Phrenic Nerve Destruction
470,3332,Pnemothorax-lung collaps,Artificial pneumothorax for collapse of lung,Artificial Pneumothorax
471,3333,Pneumoperit-lung collaps,Pneumoperitoneum for collapse of lung,Pneumoperitoneum for Lung Collapse
472,3334,Thoracoplasty,Thoracoplasty,Thoracic Surgery
473,3339,Surg collaps of lung NEC,Other surgical collapse of lung,Surgical Collapse of Lung
474,3341,Bronchial lacerat suture,Suture of laceration of bronchus,Bronchus Laceration Suture
475,3342,Bronchial fistula clos,Closure of bronchial fistula,Bronchial Fistula Closure
476,3343,Lung laceration closure,Closure of laceration of lung,Lung Laceration Closure
477,3348,Bronchial repair NEC,Other repair and plastic operations on bronchus,Bronchus Repair and Plastic Operations
478,3349,Lung repair NEC,Other repair and plastic operations on lung,Lung Repair and Plastic Operations
479,3350,Lung transplant NOS,"Lung transplantation, not otherwise specified",Lung Transplantation
480,3351,Unilat lung transplant,Unilateral lung transplantation,Lung Transplantation
481,3352,Bilat lung transplant,Bilateral lung transplantation,Lung Transplantation
482,336,Comb heart/lung transpla,Combined heart-lung transplantation,Heart-Lung Transplantation
483,3371,"Endo ins/re bron val,one","Endoscopic insertion or replacement of bronchial valve(s), single lobe",Bronchial Valve Insertion or Replacement
484,3372,Endo pulm arwy flow msmt,Endoscopic pulmonary airway flow measurement,Pulmonary Airway Flow Measurement
485,3373,"Endo ins/re brnc val,mul","Endoscopic insertion or replacement of bronchial valve(s), multiple lobes",Bronchial Valve Insertion or Replacement
486,3378,Endo rem bronch devc/sub,Endoscopic removal of bronchial device(s) or substances,Bronchial Device Removal
487,3379,Endo insrt bronc def/sub,Endoscopic insertion of other bronchial device or substances,Bronchial Device Insertion
488,3391,Bronchial dilation,Bronchial dilation,Bronchoscopy
489,3392,Bronchial ligation,Ligation of bronchus,Bronchus Ligation
490,3393,Puncture of lung,Puncture of lung,Lung Puncture
491,3398,Bronchial operation NEC,Other operations on bronchus,Bronchoscopy
492,3399,Lung operation NEC,Other operations on lung,Other Lung Procedures
493,3401,Incision of chest wall,Incision of chest wall,Chest Wall Incision
494,3402,Exploratory thoracotomy,Exploratory thoracotomy,Thoracotomy
495,3403,Reopen thoracotomy site,Reopening of recent thoracotomy site,Thoracotomy Reopening
496,3404,Insert intercostal cath,Insertion of intercostal catheter for drainage,Intercostal Catheter Drainage
497,3405,PlEuroperitoneal shunt,Creation of pleuroperitoneal shunt,Pleuroperitoneal Shunt
498,3406,Thorac drain pleurl cav,Thoracoscopic drainage of pleural cavity,Thoracoscopic Pleural Drainage
499,3409,Other pleural incision,Other incision of pleura,Pleura Incision
500,341,Incision of mediastinum,Incision of mediastinum,Mediastinal Incision
501,3420,Thoracoscopic pleural bx,Thoracoscopic pleural biopsy,Thoracoscopic Pleural Biopsy
502,3421,Transpleura thoracoscopy,Transpleural thoracoscopy,Thoracoscopy
503,3422,Mediastinoscopy,Mediastinoscopy,Mediastinotomy
504,3423,Chest wall biopsy,Biopsy of chest wall,Chest Wall Biopsy
505,3424,Pleural biopsy NEC,Other pleural biopsy,Pleural Biopsy
506,3425,Clos mediastinal biopsy,Closed [percutaneous] [needle] biopsy of mediastinum,Mediastinal Biopsy
507,3426,Open mediastinal biopsy,Open mediastinal biopsy,Mediastinal Biopsy
508,3427,Biopsy of diaphragm,Biopsy of diaphragm,Diaphragm Biopsy
509,3428,Dx procedure thorax NEC,"Other diagnostic procedures on chest wall, pleura, and diaphragm",Chest Wall and Diaphragm Procedures
510,3429,Dx proc mediastinum NEC,Other diagnostic procedures on mediastinum,Mediastinal Diagnostic Procedures
511,343,Destruct mediastin les,Excision or destruction of lesion or tissue of mediastinum,Mediastinal Lesion Excision
512,344,Destruct chest wall les,Excision or destruction of lesion of chest wall,Chest Wall Excision or Destruction
513,3471,Suture chest wall lacer,Suture of laceration of chest wall,Chest Wall Laceration Repair
514,3472,Thoracostomy closure,Closure of thoracostomy,Thoracostomy Closure
515,3473,Clos thoracic fistul NEC,Closure of other fistula of thorax,Thoracic Fistula Closure
516,3474,Pectus deformity repair,Repair of pectus deformity,Pectus Repair
517,3479,Other chest wall repair,Other repair of chest wall,Chest Wall Repair
518,3481,Excise diaphragm lesion,Excision of lesion or tissue of diaphragm,Diaphragm Excision
519,3482,Suture diaphragm lacerat,Suture of laceration of diaphragm,Diaphragm Suturing
520,3483,Close diaphragm fistula,Closure of fistula of diaphragm,Diaphragm Fistula Closure
521,3484,Other diaphragm repair,Other repair of diaphragm,Diaphragm Repair
522,3485,Implant diaphra pacemake,Implantation of diaphragmatic pacemaker,Diaphragmatic Pacemaker Implantation
523,3489,Diaphragm operation NEC,Other operations on diaphragm,Diaphragm Operations
524,3491,Thoracentesis,Thoracentesis,Thoracic Tap
525,3492,Inject into thorax cavit,Injection into thoracic cavity,Thoracic Injection
526,3493,Repair of pleura,Repair of pleura,Pleura Repair
527,3499,Thoracic operation NEC,Other operations on thorax,Thoracic Operations
528,3500,Closed valvotomy NOS,"Closed heart valvotomy, unspecified valve",Valvotomy
529,3501,Closed aortic valvotomy,"Closed heart valvotomy, aortic valve",Aortic Valve Closure
530,3502,Closed mitral valvotomy,"Closed heart valvotomy, mitral valve",Mitral Valve Closure
531,3503,Closed pulmon valvotomy,"Closed heart valvotomy, pulmonary valve",Pulmonary Valve Closure
532,3504,Closed tricusp valvotomy,"Closed heart valvotomy, tricuspid valve",Tricuspid Valve Repair
533,3505,Endovas repl aortc valve,Endovascular replacement of aortic valve,Aortic Valve Replacement
534,3506,Trnsapcl rep aortc valve,Transapical replacement of aortic valve,Aortic Valve Replacement
535,3507,Endovas repl pulm valve,Endovascular replacement of pulmonary valve,Pulmonary Valve Replacement
536,3508,Trnsapcl repl pulm valve,Transapical replacement of pulmonary valve,Pulmonary Valve Replacement
537,3509,Endovas repl uns hrt vlv,Endovascular replacement of unspecified heart valve,Heart Valve Replacement
538,3510,Open valvuloplasty NOS,"Open heart valvuloplasty without replacement, unspecified valve",Valvuloplasty
539,3511,Opn aortic valvuloplasty,Open heart valvuloplasty of aortic valve without replacement,Aortic Valve Plasty
540,3512,Opn mitral valvuloplasty,Open heart valvuloplasty of mitral valve without replacement,Mitral Valve Plasty
541,3513,Opn pulmon valvuloplasty,Open heart valvuloplasty of pulmonary valve without replacement,Pulmonary Valve Open Heart Valvuloplasty
542,3514,Opn tricus valvuloplasty,Open heart valvuloplasty of tricuspid valve without replacement,Tricuspid Valve Plasty
543,3520,Opn/oth rep hrt vlv NOS,Open and other replacement of unspecified heart valve,Heart Valve Replacement
544,3521,Opn/oth rep aort vlv-tis,Open and other replacement of aortic valve with tissue graft,Aortic Valve Replacement
545,3522,Opn/oth rep aortic valve,Open and other replacement of aortic valve,Aortic Valve Replacement
546,3523,Opn/oth rep mtrl vlv-tis,Open and other replacement of mitral valve with tissue graft,Mitral Valve Replacement
547,3451,Decortication of lung,Decortication of lung,Lung Decortication
548,3452,Thoracoscopc decort lung,Thoracoscopic decortication of lung,Thoracoscopic Lung Decortication
549,3459,Other pleural excision,Other excision of pleura,Pleura Excision
550,346,Scarification of pleura,Scarification of pleura,Pleural Scarification
1572,5012,Open liver biopsy,Open biopsy of liver,Liver Biopsy
1573,5013,Transjugular liver bx,Transjugular liver biopsy,Transjugular Liver Biopsy
1574,5014,Laparoscopic liver bx,Laparoscopic liver biopsy,Liver Biopsy
1575,5019,Hepatic dx proc NEC,Other diagnostic procedures on liver,Liver Diagnostic Procedures
1576,5021,Marsupializat liver les,Marsupialization of lesion of liver,Liver Marsupialization
1577,5022,Partial hepatectomy,Partial hepatectomy,Hepatectomy
1578,5023,Opn abltn liver les/tiss,Open ablation of liver lesion or tissue,Liver Ablation
1579,5024,Perc abltn liver les/tis,Percutaneous ablation of liver lesion or tissue,Liver Ablation
1580,5025,Lap abltn liver les/tiss,Laparoscopic ablation of liver lesion or tissue,Laparoscopic Liver Ablation
1581,5026,Abltn liver les/tiss NEC,Other and unspecified ablation of liver lesion or tissue,Liver Ablation
1582,5029,Destruc hepatic les NEC,Other destruction of lesion of liver,Liver Lesion Destruction
1583,503,Hepatic lobectomy,Lobectomy of liver,Liver Lobectomy
1584,504,Total hepatectomy,Total hepatectomy,Hepatectomy
1585,5051,Auxiliary liver transpl,Auxiliary liver transplant,Auxiliary Liver Transplant
1586,5059,Liver transplant NEC,Other transplant of liver,Liver Transplant
1587,5061,Closure liver lacerat,Closure of laceration of liver,Liver Laceration Closure
1588,5069,Liver repair NEC,Other repair of liver,Liver Repair
1589,5091,Percutan liver aspirat,Percutaneous aspiration of liver,Liver Aspiration
1590,5092,Extracorpor hepat Assis,Extracorporeal hepatic assistance,Hepatic Assistance
1591,5093,Local perfusion liver,Localized perfusion of liver,Liver Perfusion
1592,5094,Hepatic injection NEC,Other injection of therapeutic substance into liver,Liver Injection
1593,5099,Liver operation NEC,Other operations on liver,Liver Operations
1594,5101,Percutan aspiration gb,Percutaneous aspiration of gallbladder,Gallbladder Aspiration
1595,5102,Trocar cholecystostomy,Trocar cholecystostomy,Cholecystostomy
1596,5103,Cholecystostomy NEC,Other cholecystostomy,Cholecystostomy
1597,5104,Cholecystotomy NEC,Other cholecystotomy,Cholecystotomy
1598,5110,Endosc retro cholangiopa,Endoscopic retrograde cholangiopancreatography [ERCP],ERCP
1599,5111,Endosc retro cholangio,Endoscopic retrograde cholangiography [ERC],ERC
1600,5112,Percu bx gb/bile duct,Percutaneous biopsy of gallbladder or bile ducts,Gallbladder or Bile Duct Biopsy
1601,5113,Open biliary tract bx,Open biopsy of gallbladder or bile ducts,Gallbladder or Bile Duct Biopsy
1602,5114,Clo endosc bx bile duct,Other closed [endoscopic] biopsy of biliary duct or sphincter of Oddi,Biliary or Sphincter of Oddi Biopsy
1603,5115,Sphinct of oddi measure,Pressure measurement of sphincter of Oddi,Sphincter of Oddi Pressure Measurement
1604,5119,Biliary tr dx proc NEC,Other diagnostic procedures on biliary tract,Biliary Diagnostic Procedures
1605,5121,Oth part cholecystectomy,Other partial cholecystectomy,Partial Cholecystectomy
1606,5122,Cholecystectomy,Cholecystectomy,Gallbladder Removal
1607,5123,Laparoscopic cholecystec,Laparoscopic cholecystectomy,Laparoscopic Cholecystectomy
1608,5124,Lap part cholecystectomy,Laparoscopic partial cholecystectomy,Laparoscopic Cholecystectomy
1609,5131,Gb-to-hepat duct anast,Anastomosis of gallbladder to hepatic ducts,Gallbladder Anastomosis
1610,5132,Gb-to-intestine anastom,Anastomosis of gallbladder to intestine,Gallbladder-Intestine Anastomosis
1611,5133,Gb-to-pancreas anastom,Anastomosis of gallbladder to pancreas,Gallbladder-Pancreas Anastomosis
1612,5134,Gb-to-stomach anastomos,Anastomosis of gallbladder to stomach,Gallbladder-Stomach Anastomosis
1613,5135,Gallbladder anastom NEC,Other gallbladder anastomosis,Gallbladder Anastomosis
1614,5136,Choledochoenterostomy,Choledochoenterostomy,Choleostomy
1615,5137,Hepatic duct-gi anastom,Anastomosis of hepatic duct to gastrointestinal tract,Hepatic Duct-GI Anastomosis
1616,5139,Bile duct anastomos NEC,Other bile duct anastomosis,Bile Duct Anastomosis
1617,5141,Cde for calculus remov,Common duct exploration for removal of calculus,Common Bile Duct Exploration
1618,5142,Cde for obstruction NEC,Common duct exploration for relief of other obstruction,Common Duct Exploration
1619,5143,Choledochohepat intubat,Insertion of choledochohepatic tube for decompression,Choledochohepatic Tube Insertion
1620,5149,Incis obstr bile duc NEC,Incision of other bile ducts for relief of obstruction,Bile Duct Incision
1621,5151,Common duct exploration,Exploration of common duct,Bile Duct Exploration
1622,5159,Bile duct incision NEC,Other incision of other bile duct,Other Bile Duct Incision
1623,5161,Excis cyst duct remnant,Excision of cystic duct remnant,Cystic Duct Excision
1624,5162,Excis ampulla of vater,Excision of ampulla of Vater (with reimplantation of common duct),Ampulla of Vater Excision
1625,5163,Common duct excis NEC,Other excision of common duct,Other Excision of Common Duct
1626,5164,Endosc destru bile les,Endoscopic excision or destruction of lesion of biliary ducts or sphincter of Oddi,Biliary Endoscopy
1627,5169,Bile duct excision NEC,Excision of other bile duct,Bile Duct Excision
1628,5171,Simple sut-common duct,Simple suture of common bile duct,Bile Duct Suture
1629,5172,Choledochoplasty,Choledochoplasty,Cholecystoplasty
1630,5219,Pancreatic dx proc NEC,Other diagnostic procedures on pancreas,Pancreas Diagnostic Procedures
1631,5221,Endosc destr pancrea les,Endoscopic excision or destruction of lesion or tissue of pancreatic duct,Pancreatic Duct Excision or Destruction
1632,5222,Other destru pancrea les,Other excision or destruction of lesion or tissue of pancreas or pancreatic duct,Pancreatic Lesion Excision
1633,523,Pancreat cyst marsupiali,Marsupialization of pancreatic cyst,Pancreatic Cyst Marsupialization
1634,524,Int drain pancreat cyst,Internal drainage of pancreatic cyst,Pancreatic Cyst Drainage
1635,5179,Bile duct repair NEC,Repair of other bile ducts,Bile Duct Repair
1636,5181,Sphincter of oddi dilat,Dilation of sphincter of Oddi,Sphincter of Oddi Dilation
1637,5182,Pancreat sphincterotom,Pancreatic sphincterotomy,Pancreatic Sphincterotomy
1638,5183,Pancreat sphincteroplas,Pancreatic sphincteroplasty,Pancreatic Sphincteroplasty
1639,5184,Endosc dilation ampulla,Endoscopic dilation of ampulla and biliary duct,Ampulla and Biliary Duct Dilation
1640,5185,Endosc sphincterotomy,Endoscopic sphincterotomy and papillotomy,Endoscopic Sphincterotomy and Papillotomy
1641,5186,Endosc inser nasobil tub,Endoscopic insertion of nasobiliary drainage tube,Nasobiliary Drainage
1642,5187,Endosc inser stent bile,Endoscopic insertion of stent (tube) into bile duct,Bile Duct Stenting
1643,5188,Endosc remove bile stone,Endoscopic removal of stone(s) from biliary tract,Biliary Stone Removal
1644,5189,Sphinct of oddi op NEC,Other operations on sphincter of Oddi,Oddi Sphincter Procedure
1645,5191,Repair gb laceration,Repair of laceration of gallbladder,Gallbladder Laceration Repair
1646,5192,Closure cholecystostomy,Closure of cholecystostomy,Cholecystostomy Closure
1647,5193,Clos biliary fistul NEC,Closure of other biliary fistula,Biliary Fistula Closure
1648,5194,Revis bile tract anastom,Revision of anastomosis of biliary tract,Biliary Tract Anastomosis Revision
1649,5195,Remove bile duct prosth,Removal of prosthetic device from bile duct,Bile Duct Prosthetic Device Removal
1650,5196,Perc extrac com duc calc,Percutaneous extraction of common duct stones,Common Duct Stone Extraction
1651,5198,Oth perc proc bil trct,Other percutaneous procedures on biliary tract,Biliary Percutaneous Procedures
1652,5199,Biliary tract op NEC,Other operations on biliary tract,Biliary Tract Operations
1653,5201,Cath drain-pancreat cyst,Drainage of pancreatic cyst by catheter,Pancreatic Cyst Drainage
1654,5209,Pancreatotomy NEC,Other pancreatotomy,Pancreatotomy
1655,5211,Closed pancreatic biopsy,Closed [aspiration] [needle] [percutaneous] biopsy of pancreas,Pancreas Biopsy
1656,5212,Open pancreatic biopsy,Open biopsy of pancreas,Pancreatic Biopsy
1657,5213,Endosc retro pancreatog,Endoscopic retrograde pancreatography [ERP],ERP
1658,5214,Clo endosc bx pancre duc,Closed [endoscopic] biopsy of pancreatic duct,Pancreatic Duct Biopsy
1659,4534,Destr sm bowel les NEC,"Other destruction of lesion of small intestine, except duodenum",Small Intestine Lesion Destruction
1660,4541,Excise lg intestine les,Excision of lesion or tissue of large intestine,Large Intestine Excision
1661,4542,Endo polpectomy lrge int,Endoscopic polypectomy of large intestine,Large Intestine Polypectomy
1662,4543,Endosc destru lg int les,Endoscopic destruction of other lesion or tissue of large intestine,Large Intestine Lesion Destruction
1663,4549,Destruc lg bowel les NEC,Other destruction of lesion of large intestine,Large Intestine Lesion Destruction
1664,4550,Intest seg isolat NOS,"Isolation of intestinal segment, not otherwise specified",Intestinal Segment Isolation
1665,4551,Sm bowel segment isolat,Isolation of segment of small intestine,Small Intestine Segment Isolation
1666,4552,Lg bowel segment isolat,Isolation of segment of large intestine,Intestinal Segment Isolation
1667,4561,Mult seg sm bowel excis,Multiple segmental resection of small intestine,Small Intestine Resection
1668,4562,Part sm bowel resect NEC,Other partial resection of small intestine,Small Intestine Resection
1669,4563,Total removal sm bowel,Total removal of small intestine,Small Intestine Resection
1670,4571,Opn mul seg lg intes NEC,Open and other multiple segmental resection of large intestine,Large Intestine Resection
1671,4572,Open cecectomy NEC,Open and other cecectomy,Cecectomy
1672,4573,Opn rt hemicolectomy NEC,Open and other right hemicolectomy,Right Hemicolectomy
1673,4574,Opn transv colon res NEC,Open and other resection of transverse colon,Colon Resection
1674,4575,Opn lft hemicolectmy NEC,Open and other left hemicolectomy,Left Hemicolectomy
1675,4576,Open sigmoidectomy NEC,Open and other sigmoidectomy,Sigmoidectomy
1676,4579,Prt lg intes exc NEC/NOS,Other and unspecified partial excision of large intestine,Large Intestine Excision
1677,4581,Lap tot intr-ab colectmy,Laparoscopic total intra-abdominal colectomy,Laparoscopic Colectomy
1678,4582,Op tot intr-abd colectmy,Open total intra-abdominal colectomy,Abdominal Colectomy
1679,4583,Tot abd colectmy NEC/NOS,Other and unspecified total intra-abdominal colectomy,Intra-Abdominal Colectomy
1680,4590,Intestinal anastom NOS,"Intestinal anastomosis, not otherwise specified",Intestinal Anastomosis
1681,4591,Sm-to-sm bowel anastom,Small-to-small intestinal anastomosis,Intestinal Anastomosis
1682,4592,Sm bowel-rect stump anas,Anastomosis of small intestine to rectal stump,Small Intestine to Rectal Stump Anastomosis
1683,4593,Small-to-large bowel NEC,Other small-to-large intestinal anastomosis,Intestinal Anastomosis
1684,4594,Lg-to-lg bowel anastom,Large-to-large intestinal anastomosis,Intestinal Anastomosis
1685,4595,Anal anastomosis,Anastomosis to anus,Anastomosis
1686,4601,Sm bowel exteriorization,Exteriorization of small intestine,Small Intestine Exteriorization
1687,4602,Resect ext seg sm bowel,Resection of exteriorized segment of small intestine,Small Intestine Resection
1688,4603,Lg bowel exteriorization,Exteriorization of large intestine,Large Intestine Exteriorization
1689,4604,Resect ext seg lg bowel,Resection of exteriorized segment of large intestine,Large Intestine Resection
1690,4610,Colostomy NOS,"Colostomy, not otherwise specified",Colostomy
1691,4611,Temporary colostomy,Temporary colostomy,Colostomy
1692,4613,Permanent colostomy,Permanent colostomy,Colostomy
1693,4614,Delay opening colostomy,Delayed opening of colostomy,Delayed Colostomy Opening
1694,4620,Ileostomy NOS,"Ileostomy, not otherwise specified",Ileostomy
1695,4621,Temporary ileostomy,Temporary ileostomy,Temporary Ileostomy
1696,4622,Continent ileostomy,Continent ileostomy,Ileostomy
1697,4623,Permanent ileostomy NEC,Other permanent ileostomy,Permanent Ileostomy
1698,4624,Delay opening ileostomy,Delayed opening of ileostomy,Delayed Ileostomy Opening
1699,4631,Delay opening enterostom,Delayed opening of other enterostomy,Delayed Opening of Enterostomy
